,904306.3.peg.244,904306.3.peg.90,904306.3.peg.1884,904306.3.peg.752,904306.3.peg.1830,904306.3.peg.135,904306.3.peg.353,904306.3.peg.240,904306.3.peg.1338,904306.3.peg.1927,904306.3.peg.1979
Streptococcus vestibularis_gapfilled_983,True,True,True,False,True,False,False,False,True,True,True
Streptococcus vestibularis_gapfilled_96,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_803,True,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_997,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_368,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_645,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_936,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_589,False,True,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_443,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_579,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_928,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_88,True,False,True,True,False,True,False,True,False,False,True
